date,username,text
2/20/2023 5:27,QueenFontane,"This was our army THE FORCE, 2017 not 2023.  I showed videos of the weapons used to do this, an ultra sonic weapon, not an earthquake. Turkey, Syria, All countries, extra-terrestrials and the sah-THN'S.  Population, synthetic hybrids, not a human in sight."
2/20/2023 5:29,GaroweOnline,"Blinken and @MevlutCavusoglu took helicopter tour Sunday of Hatay, one of the provinces worst-affected by the Feb. 6 earthquake in southern #Turkey and northern #Syria and pledged a further $100 million in aid to help the region. https://t.co/ciPVmhJFKG"
2/20/2023 5:30,ocanannain,Blinken pledges more US aid to earthquake-struck Turkey https://t.co/MAcmV2TRRI
2/20/2023 5:30,DJD81553730,🤡 I'm as anti-gov't as the next but you are deranged. Turkey has multiple earthquake faults because it sits near the boundaries of 3 plates converging. What it also has is extensive bribery of inspectors to get out of earthquake resistant construction.
2/20/2023 5:32,janetcalif,"Can you imagine? Earthquake victims who lost entire families &amp; their homes were not permitted aid per Turkey, but Blinken comes along giving billions more in aid. He should specify no discrimination. US partners &amp; Kurdish friends in Afrin must be on top of the list. But he didn't"
2/20/2023 5:32,Debjael63,Earthquake/ The viral confession of a 6-year-old girl in Turkey: I was fed by a white-bearded man - KOSOVO &amp; WORLD https://t.co/q1hk6KkFUk
2/20/2023 5:34,Binance_1tader,Turkey halts most rescue efforts for earthquake survivors | CNN https://t.co/2Fz96ooePP
2/20/2023 5:35,compass_square,Freemasons Supporting Turkey &amp; Syria: Fundraiser for a Brother in Syria Where the Earthquake Hit. https://t.co/JGjmNo0Mbo
2/20/2023 5:35,noxyin,A detailed analysis showing the scale of destruction of Turkey earthquake. https://t.co/BlKZMxvyiA https://t.co/lO2sD7csAp
2/20/2023 5:35,Ghnewsexpress,"#TurkeyEarthquake #TurkeySyriaEarthquake #TurkeySyriaEarthquake2023
#Turkey_earthquake #TurkeySyria
FIFA Foundation to provide USD 1 million in aid to Türkiye and Syria earthquake victims https://t.co/VOdywlAHVf via @Ghnewsexpress"
2/20/2023 5:36,EthicalParamed,@RishiSunak Hey Rishi. So...let me get this right you looking to send up to £2billion to the zelensky clown to warmonger and kill more people but only £11million to Turkey/Syria for a natural earthquake that's killed more woman and children in a night???
2/20/2023 5:36,JBmode27,"Hey dumbass, charity begins at home. The people of East Palestine need the money and you and your Democrat cronies pretend they dont exist. 
Fuck Turkey. Yeah, they had an earthquake, but do they have a serious environmental catastrophe on their hands? NO!! https://t.co/UVUwY0QVRJ"
2/20/2023 5:37,FirstSavior2,"He slept after 56 hours of work and research, and after he found more than 40 people submerged under the rubble, and whenever he was sitting to rest, they would pour a little water on him so that he would come back again # Turkey earthquake . https://t.co/AulLT2QgXk"
2/20/2023 5:37,a9ilouna,do any of you believe or have a suspicion regarding the nature of Turkey earthquake? is it natural or no ?
2/20/2023 5:37,humans_factor,Woman miraculously pulled alive from rubble after 12 days buried in ruins from Turkey earthquake | Politics News | Sun | 19 Feb | 22:36 | UTC https://t.co/BW2Gi7yQLe
2/20/2023 5:37,ssforgdel,"Donate for turkey and Syria 

#turkey #Turkey_earthquake #TurkeyAndSyriaEarthquake #TurkeyEarthquake #Syria #Syria_earthquake #Syria_Turkey_Earthquake #India #Delhi #Help #Donate #Charity #Helpinghand 
https://t.co/9yHG8AruDY"
2/20/2023 5:39,glass777window,The devastating aftermath of the Turkey-Syria earthquakes | DW News https://t.co/AbZgLhsyTN via @YouTube
2/20/2023 5:39,jpe25216052,"@MrJoshuaUSMC @Xx17965797N Turkey is denying Sweden to join NATO. US had to put pressure on Turkey to keep NATO together, as stated by Jim Townsend same day as the earthquake. 

US blev up Nordstream 2 and is likely to have triggered the earthquake. Both deliberate attacks on its allies. This US is sick."
2/20/2023 5:39,rameshkotnana1,"How India’s #disasterdiplomacy became a potent tool of statecraft

The first C-17s laden with #emergencysupplies and disaster relief personnel landed in Adana in #Turkey within 24 hours of the devastating 6 February #earthquakes th…https://t.co/uwTp1TDgB9 https://t.co/urNG5B6hKH"
2/20/2023 5:39,DaliaReports,"Two weeks since the earthquake.
A moment that changed my life and the lives of many people in Turkey and Syria. Search and Rescue teams are still on the ground, civilians still volunteering their time, and many left grieving."
2/20/2023 5:39,gokcebim,Talk Turkey: The Day After - Understanding Post-Earthquake Turkey https://t.co/T9GGmx0u9H @YouTube ve @nevsinmengu  aracılığıyla
2/20/2023 5:42,RJ_RAGE_ZX_1987,Atsu found dead in rubble of Turkey earthquake https://t.co/er05qFwo11
2/20/2023 5:43,TheSahuNews,Turkey earthquake: Blinken pledges $100M in help amid go to – Nationwide | https://t.co/pJi3rNWXhp – Latest trending news https://t.co/lsyZWbGTZJ
2/20/2023 5:43,neus_joan,"After a chaos like an earthquake, now Turkey must put those monstrous builders and architects in jail for making paper buildings in earthquake zone, they must pay, for murderers #HandeErçel #KeremBürsin #kerembürsın #gamzeercel #ElcinSangu #TurkeyEarthquake #mimarlar https://t.co/XfHegNzHEP"
2/20/2023 5:43,stormhighwaycom,"Good explanation of the deep crevasse formed during the Turkey earthquake. This is not a fault surface rupture phenomenon, but rather the result of a massive landslide triggered by the shaking."
2/20/2023 5:44,globalgyno,A massive thank you for all who donated to our @IMR_MedResponse drive for #TurkeyEarthquake survivors- a generous offer to pack/transport all goods to IST to our contact there means a quick delivery to those in need in earthquake-stricken zones🙏🏾❤️🙏🏾 https://t.co/0SmyC108Jx
2/20/2023 5:44,nanakumi1976,Christian Atsu found dead after Turkey earthquake - BBC Sport https://t.co/p3pv6sFKHD
2/20/2023 5:44,Najib_Farhodi,"Israeli chief rabbi: The recent earthquake in Turkey and Syria was ""divine justice"".

A senior Israeli rabbi has described the recent deadly earthquake in Turkey and Syria, which has killed tens of thousands of people, as ""divine justice"". https://t.co/DXaRm9mjpI"
2/20/2023 5:44,sufimedcenter,"Tens of thousands of people have been affected by the massive #earthquakes in #Turkey on Mon Feb 6 2023. They are in urgent need for basic humanitarian support. Please donate today 🙏🏽👇

https://t.co/Z5LCzMIoae

#Turkiye #TurkeyEarthquake #TurkeySyria #TurkiyeDeprem #HAARP"
2/20/2023 5:47,PhillyTats_Me,"Ancient Book of Esther scrolls survive Turkey earthquake, brought to Israel #Photo via https://t.co/dSUxjoeXM6 https://t.co/dkY2taxYy1"
2/20/2023 5:47,tweet4anna,Drone footage has shown just how devastating the earthquake has been to parts of Turkey's landscape. https://t.co/DQy1YbxB53
2/20/2023 5:48,Cosmosghost_,"the turkey earthquake has to be one of the deadliest ones ever right, jesus christ, 45k people dead"
2/20/2023 5:48,tsulalongkorn,Turkey earthquake: Blinken pledges $100M in aid amid visit – National https://t.co/uWi5Tx34SF
2/20/2023 5:50,Reuters,Rescue efforts wound down in Turkey as the hope of finding more survivors from the deadly earthquake that hit Turkey and Syria ran out https://t.co/ob9WYD923R https://t.co/6fRAMBIQeJ
2/20/2023 5:50,Studio7VOA,Soccer Star Christian Atsu's Body Moved to Ghana Following Devastating Earthquake in Turkey https://t.co/8Q8AvcII0S
2/20/2023 5:50,videoreportsnet,"New post: Turkey earthquake rescue operations to end, government says https://t.co/EwaGqx6pu5"
2/20/2023 5:51,khan_sourav,Sunday/weekend spent well assisting with the Turkey Earthquake Relief Effort with a few young members of our mosque. The warehouse organized by the Consulate General of Turkey is located in our area around Keele and Finch: very close to York University https://t.co/zfT5kOLMf5
2/20/2023 5:52,mtawfeeqCNN,#US announces $100 million in #earthquake  relief funding for #Turkey and #Syria    https://t.co/yGZZwnHmVu
2/20/2023 5:53,TehranWatcher,"#earthquake in #Turkey's southeast and #Syria has killed more than 46,000 people -Reuters"
2/20/2023 5:53,DanteGirolimon,"US ramping up aid to earthquake-struck Turkey and Syria.
#AUPOSC"
2/20/2023 5:53,GeorgChornbrook,"@MarcusGAnthony Of course, it's Trump's fault - as much as Turkey's earthquake. They cannot even figure out a more believable lie."
2/20/2023 5:57,AgitatedMan,"BOMBSHELL: Romanian Senator Diana Sosoaca: Deep State Globalists Caused Massive Turkey Earthquake That Killed Tens of Thousands After Erdogan Upset World Economic Forum Nazi Leader Klaus Schwab

Now explain how
https://t.co/LnXk4YJFTS"
2/20/2023 6:00,mena_trends,"The series of earthquakes that struck #Turkey and #Syria on February 6, gave rise to a new conspiracy theory on social media in various languages. @RTErdogan 
https://t.co/NRSB100fxG"
2/20/2023 6:00,SecureDemocracy,"Russian state media outlets are exploiting the earthquakes in #Turkey and #Syria for their own gain, showcasing Moscow’s humanitarian assistance while bashing the West for allegedly hampering humanitarian aid, @joeabodnar told @MargiMurphy. https://t.co/sDlyEH8Fgm"
2/20/2023 6:00,GotopnewsUsa,"Ghana soccer player Christian Atsu found dead in rubble of Turkey earthquake, agent says #TurkeyEarthquake #GaziantepTurkey #Earthquak https://t.co/SFqBzS4Prl"
2/20/2023 6:00,derekcfrench,"Turkish students, workers and artists hold a vigil in Washington Square Park for the victims of the #earthquake that hit #Turkey and #Syria. The earthquake on February 6, centered in Kahramanmaras province, has affected more than 13 million people. https://t.co/Fwdpo39PzQ"
2/20/2023 6:00,Sheeraz037,Turkey ends earthquake rescue efforts in nine of 11 provinces - ITV News https://t.co/MoR1xGUr6s
2/20/2023 6:01,ajplus,"A Syrian man tells AJ+ that his wife, who died in the Turkey-Syria earthquakes, predicted her death hours before.

Two of her young daughters also died with her. She leaves her husband and five children behind. https://t.co/hGUUu8taMm"
2/20/2023 6:01,alirizataskale,Poor areas suffered 3.5 times more damage in Turkey’s earthquake. https://t.co/EQ18DmgYaD
2/20/2023 6:02,naijareel,"Turkey-Syria earthquake: Baby rescued after 128 hours is ‘Hero of the Day’ | World News
https://t.co/Xu6a0kiK1l"
2/20/2023 6:02,nelsonqatlanta,"#TURKEY #SYRIA #EARTHQUAKE - The earthquake has killed more than 46,530 people."
2/20/2023 6:02,PABLOGAVlRA,"Before kickoff of #BarçaCádiz, Spotify Camp Nou holds a minute of silence for the former player Marcos Alonso Peña and the victims of the earthquake in Turkey and Syria. Rest in peace. 🥀 https://t.co/Hk2dIbR3NR"
2/20/2023 6:03,n_newstuk,"Brits donate nearly £100 million to Turkey-Syria earthquake victims
https://t.co/oy9ryL1Thl"
2/20/2023 6:03,AlshehryHashim,@yacineb08072585 @HamedMusher Saudi Arabia helped Turkey after earthquake come on man we all Muslims!!
2/20/2023 6:04,CatBountie,"Why? This makes me sad...

Turkey halts most rescue efforts for earthquake survivors | CNN https://t.co/DD3zdosUfP via @Global News"
2/20/2023 6:05,AcademikAhlak,"Dr. Judith Hubbard @JudithGeology:

""These are erosional features, not earthquake induced. Note that in some places, roads have been built along the edge of the gorges. This is not related to the earthquake in Turkey."""
2/20/2023 6:05,Giza299792458N,"Watch: Rescuers save small dog trapped in rubble following earthquake in Turkey https://t.co/0eH1UYSH3i #FoxWeather 
Good News!"
2/20/2023 6:06,yinlek2002,"1. The earthquake that occurred in Syria and Turkey lasted only *45 seconds*, that is, less than a minute. So far, more than *41,000* people have died and the dead are still counting. In the same *45 seconds*, landlords became *homeless*, children became *orphans*, wives became *"
2/20/2023 6:08,seybertooth,"@gzeromedia Probably not. Erdogan is going to say ""thanks for all the help with the earthquake, NATO. Now we're going right back to sabotaging you!"" That's Turkey for you, the ""valued ally"". 🤷‍♂️"
2/20/2023 6:09,DublinOhio,"From Dublin, Ohio, to Adana, Turkey — sending donations with love. 🕊

After this month's devastating earthquake in Turkey + Syria, Dubliners stepped in to do their small but powerful part.

How resident @ImunnalQ + @DublinCoffmanHS students pitched in ➡️ https://t.co/VCyHib26GE https://t.co/XrSUKVl7xf"
2/20/2023 6:10,ChurchisCarter,@esi_gyanwah4 How did the  killers of Atsu caused earthquake in Turkey and Syria??? Are we save at all😳😳
2/20/2023 6:10,MarigoldAshitey,"The Ghanaian footballer, Christian Astu who was confirmed dead due to the earthquake in Turkey and Syria, corpse arrived in Ghana at the Kotoka International Airport. A sad moment for his family and the citizens of Ghana. For more details visit #JoyNews @TDzineku @kodwoboateng https://t.co/04GZnbiun7"
2/20/2023 6:11,Daisy36453856,"The body was brought home from Turkey, where it was found under the earthquake rubble.

Staff at the airport were seen preparing for the arrival of the player's mortal remains.

This brought to a standstill other aircrafts expected to be serviced for operations."
2/20/2023 6:15,greenmagmedia,"Britain sends up to 100 more aid workers, field hospital and plane to help Turkey earthquake | Politics News | Sun | 19 Feb | 23:15 | UTC https://t.co/hRhx3Sfx7Q"
2/20/2023 6:16,MediaIfat,"Turkish are one of the most racist people in the world! 
They are been racist against Syrian refugees that were displaced by the earthquake. 

How displaced Syrians meet both animosity and kindness in Turkey 
https://t.co/I7qykQkSbD"
2/20/2023 6:18,ozthefeminist,".@esik_platform on the (mis)management of the disaster following the earthquake in Turkey, focusing on a critique of the Directorate of Religious Affairs that issues fatwas on the adoption of unaccompanied children as if there are no secular laws governing these matters!"
2/20/2023 6:18,cnebsafrica,"More than 45,000 people death in 45 seconds during the #Syria #Turkey #earthquake

Imagine, they were 45,000 souls won in 45 seconds. They would have been great joy in the world to experience such a revival. Unfortunately, that is not the case. 😭
#syria #turkey #earthquake @CNN https://t.co/AI2CvCDE95"
2/20/2023 6:18,petnews2day,Rescue teams treat animals saved from the rubble of Turkey quakes | Turkey-Syria Earthquake News see full more at https://t.co/MKgTPmtGsR
2/20/2023 6:18,citrusramaphosa,"End of Days fuckers 😱😱
Contentious &amp; unverified video of the Earth's crust breaking in Hatay Province, Turkey after the earthquakes.😱😱
#CarteBlanche Def Leppard 
Credits due https://t.co/Y66UuDBRMp"
2/20/2023 6:19,LaLecheLeagueUS,"Survivors of the recent earthquake that struck Turkey and Syria, this mother breastfed for 55 hours under the debris to keep her baby alive. Breastmilk literally saves lives. 
https://t.co/oLIytNgXm2"
2/20/2023 6:20,end_oppression,Turkey claims weapons capable of causing an earthquake #Turkey #Earthquakes  https://t.co/3aIQ4SHvwh
2/20/2023 6:20,FassbenderENG,"Mainer helps with earthquake search, rescue response in Turkey #NaturalDisaster #Weather #Disaster [Video] https://t.co/iP9M1ubaqf"
2/20/2023 6:22,DEENEWS_IN,"Turkey earthquake: More than 25 million sick in Turkey and Syria after earthquake, rescue operation ends https://t.co/410TIwROk9"
2/20/2023 6:23,lux15336,Another Earthquake In Turkey Would Be Nice
2/20/2023 6:25,RedLights4FF,Death toll in massive earthquakes in Turkey and Syria continues to rise https://t.co/10fcjMeZfN
2/20/2023 6:25,inquirerdotnet,Malacañang will be conducting an investigation of the fake memorandum circular claiming that President Marcos approved the deduction of salary from all government employees for a relief fund that has been set up for the earthquake victims in Turkey. https://t.co/Wq7q6rMnf3
2/20/2023 6:27,WilliamBAADLDN,I was gonna donate to turkey after the earthquake but because it’s a Muslim country I didn’t. Enough of my tax money goes to support the thousands of Muslims who illegally cross the English Chanel every week. And Muslims hate anyone who isn’t Muslim so they can fuck off
2/20/2023 6:27,vdelailovu,"ANTAKYA/KAHRAMANMARAS, Turkey (Reuters) - More than 46,000 people have been killed in the earthquake that struck Turkey and Syria and the toll is expected to soar, with some 345,000 apartments in Turkey now known to have been destroyed, and many still missing."
2/20/2023 6:29,gemswinc,"Turkey's historic city of Antakya, known in Roman and medieval times as Antioch, has been flattened by powerful earthquakes in the past – and rebuilt itself https://t.co/2YxJ3iyrOC"
2/20/2023 6:30,PhilippineStar,The document said a “President’s relief fund for Turkey earthquake victims” has been created “to extend maximum support to Turkish government and people to help them cope with the distractions caused by the earthquake.” https://t.co/gZT57vdN2r
2/20/2023 6:30,MiddleEastEye,"In 2020, the Kahramanmaras governorate and Turkey's disaster management agency, Afad, worked on a report that mapped the fault lines in the area, outlining how devastating an earthquake would be.

But nothing was done
https://t.co/Km6Um9cMXy"
2/20/2023 6:31,Breakforth6,"@BongoIdeas Even the so called scientist and upon all technology in turkey,they couldn’t identify when earthquake will start so as to warn the people to leave,you think with your little knowledge and technology u can ask the Creator questions who are u mortal being,one day u will come back"
2/20/2023 6:32,BoobsRLovely,@KatieKeyLive We get constant loops on Turkey and Syria earthquakes.  It’s incredible the way these buildings literally turned to dust
2/20/2023 6:32,ChristiansSTDT,"Is this what God was doing while tens of thousands were dying in the earthquake in Syria and Turkey? While half a million were suddenly homeless? God was like, I'd better show up in Kentucky and keep this pop star from edging in on my market share? https://t.co/MrpIuA9m4w"
2/20/2023 6:32,KgcGlobal,"Welcome Home Christian Atsu and R.I.P.

#kgcglobal #christianatsu #heartbroken #turkey #syria #earthquake #God knows #best #restinpeace #rip #RIPChristianAtsu https://t.co/Qx0HSaga4b"
2/20/2023 6:33,DignityPeacePr1,Britons donate almost £100m in just eleven days to victims of Turkey-Syria earthquake https://t.co/tgACIfp4S0
2/20/2023 6:34,sosReports,"🔴Turkey's earthquake rescue procedures to end

“The death toll due to the earthquakes ascended to 40,642, and the work of searching and retrieval for people stuck under the rubble has ended in most of the provinces,” Yunis Sezar, head of AFAD, said in an interview on Saturday. https://t.co/DX5LurgnwE"
2/20/2023 6:37,natureeconomics,"The day the Earth moved:
How the Turkey earthquake tore a 300-kilometre rupture through the Earth’s surface

https://t.co/oRsHcGhAo0"
2/20/2023 6:40,causticbob,"Syria and Turkey have agreed to supply Ukraine with arms to help fight Russia

A spokesperson said 'following the earthquakes we have loads of them lying around everywhere. We have legs, torsos and heads also but  Ukraine has only requested help with arms at this moment in time'"
2/20/2023 6:42,EINPresswirePR,"Turkey Earthquake Rescue Operations to End, Government Says https://t.co/wYSxlmPrQE"
2/20/2023 6:42,CadillacDeWille,@lilduval Earthquake or have y’all not seen the death and destruction in Turkey
2/20/2023 6:43,TheRawReports,US announces $100 million in disaster relief aid for Turkey and Syria following 7.8 magnitude earthquake https://t.co/8JZTnzx1Eu
2/20/2023 6:45,AJEnglish,Turkey to end earthquake rescue operations  https://t.co/3T5kJxahdD
2/20/2023 6:45,ServantGroupInt,"This earthquake is more deadly than any in Turkey for over a hundred years. And reports are that the need for shelter is overwhelming. These shelters use resources that are locally sourced, they are well insulated, and can be assembled quickly. 

Join us: https://t.co/Jfy9zvoyYL https://t.co/17fPTk665y"
2/20/2023 6:45,BnayXtravaganza,"46,000 people dead from the Turkey/Syria earthquake is unreal. I've never heard of that much loss of life before 💔😢"
2/20/2023 6:46,9ublicOpinion,@lukebelmar Did Israel have anything to do with the recent earth quake in Turkey
2/20/2023 6:47,JoeShibaArmy1,Britons donate almost £100m in just eleven days to victims of Turkey-Syria earthquake | World | News https://t.co/YUnF5BRChQ
2/20/2023 6:49,HayatAlvi,"Turkey halts most rescue efforts for earthquake survivors

https://t.co/CWMmGfvAOR"
2/20/2023 6:53,dilaragok,"To hear more about the domestic and foreign policy consequences of the earthquake in Turkey, don’t miss this broadcast - “The Day After - Understanding Post-Earthquake Turkey”: https://t.co/smRz4uo5kS"
2/20/2023 6:54,worldnewsmojo,Britons donate almost £100m in just eleven days to victims of Turkey-Syria earthquake | World | News https://t.co/0l6wcXPVhx
2/20/2023 6:57,andyg_live,Thievery while Turkey is trying to recover from a massive earthquake. You have to be an absolute pos to do this under the guise of a rescue team.
2/20/2023 6:58,BeAawaree,"🇫🇲🇹🇷: In #Iskenderun, #NATO started construction site works with the Turkish Armed Forces to establish a temporary container city. #TurkeyEarthquake https://t.co/pcr3xrPoJH"
2/20/2023 6:59,TrendCaptures,"https://t.co/CBAxuak2Yx
""Gone Too Soon: Former Premier League Player Christian Atsu's Tragic Demise in Turkey Earthquake Sends Shockwaves Across Soccer World""
#Turkey #PremierLeague #ChristianAtsu #2023 #Turkeynews https://t.co/UmXsrunWBT"
2/20/2023 6:59,TheLaSallian,NatSit: The Philippine Embassy confirmed the deaths of a Filipino and her three children from the major Turkey earthquake last February 6. There were two other Filipinos previously included in the death toll. | via @PHinTurkey https://t.co/hpOsGh7mym
2/20/2023 6:59,arabsocialparty,"Turkey earthquake death toll rises to 40,689.
 The search and rescue operations continue https://t.co/hb5besufFy https://t.co/amrlyHJZdm"
2/21/2023 7:00,NewsToter,Turkey Rocked By Another Earthquake https://t.co/S5YTztPYBB #turkeyearthquake2023 #TurkeyEarthquake
2/21/2023 7:08,the11thstone,"Turkey can't catch a break! 6.4 magnitude tremor near site of February 6 quake that killed more than 46,000 people! #TurkeyEarthquake"
2/21/2023 7:10,JLouJune,"Turkey got hit again.
6.4 this time.

Some are saying buildings have collapsed.

Hopeful everyone is okay.
Pray.

#turkeyearthquake2023 
#TurkeyEarthquake 
#earthquake"
2/21/2023 7:10,fredericogeorge,"A 6.3 earthquake hit the TurkeySyria border, 2 weeks after the devastating earthquake. #TurkeyEarthquake 
No new casualties were immediately reported but witnesses report damage. Turkey has reported over 6,000 aftershocks since the February 6 earthquake killed over 46,000 people."
2/21/2023 7:12,truestory24,"Video shows the moment a 6.4-magnitude earthquake struck the #Turkish province of #hatay while citizens sit in their car.
(MUST WATCH)🎥 #EarthQuake #hatay #turkey #turkyie #TurkeyEarthquake #PrayForTurkiye #trendingvideo #TrendingNow #viralvideo #viral #TurkeyQuake #FYP https://t.co/hNMZUZlIlE"
2/21/2023 7:12,VNanakhay,Show your last respect and love to Christian Atsu by typing RIP😭💔📌#MohammedKudus #Breaking_News #UnitedShowbiz #TurkeyEarthquake https://t.co/gSe3CbkDV9
2/21/2023 7:16,Headlines4You,"Yes...again!
#TurkeyEarthquake"
2/21/2023 7:17,AbdulRe62735346,"A 6.4 magnitude earthquake hit the Turkish city of Hatay once again.

Very disturbing news 💔 

May Allah protect our brothers &amp; sisters in Turkey

 #Turkey #earthquake #hataydeprem #Syria #Hatay #turkeyearthquake2023 #TurkeyEarthquake"
2/21/2023 7:20,CTSVideoMag,Magnitude 6.3 earthquake strikes southern Turkey “ #BREAKINGNEWS #BREAKING #TurkeyEarthquake #turkeyearthquake2023 https://t.co/8DEPZzxToA
2/21/2023 7:24,AgentFunda14,Another 6.4 earthquake in #Hatay 😭😭 so bad!! #TurkeyEarthquake #hataydeprem
2/21/2023 7:37,SaunKrystian,"A 6.4-magnitude #earthquake and a second measuring 5.8 hit #Turkey , with the larger quake striking at a depth of just 2km (1.2 miles), magnifying its #impact.

#turkeyearthquake2023 #TurkeyEarthquake https://t.co/ufeEYhAg8y"
2/21/2023 8:01,EstatetumGh,"1/3
I feel sad watching the two earthquake disasters in Turkey that claimed so many lives including Christian Atsu.

 It's high time earthquake-zone-countries incorporate basic earthquake resistance design into their modern construction designs; #TurkeyEarthquake https://t.co/lBg9W87DGy"
2/21/2023 8:03,withlovemaddy1,"Though there are many who have nothing else to lose now,must be reliving the trauma when their lives were changed forever. 
Ya Rabb, pour your mercy upon them,surround them with tranquility,and make firm their hearts and the ground beneath them.Ameen
#TurkeyEarthquake #earthquake https://t.co/UQPeJ4B9NR"
2/21/2023 8:06,YrisV,"#Turkish officials say at least three people were killed and 294 people were injured following Monday's aftershocks. In northwest Syria, there have been more than 130 injuries, the White Helmets volunteer rescue group said Monday. #turkeyearthquake  https://t.co/E0gHvA7W73"
2/21/2023 8:07,VioletRain888,"#TurkeyEarthquake struck by another 6.4 #earthquake 

https://t.co/kMuZAlQ8kq"
2/21/2023 8:07,IamRehmanzai,"😱😱horror 
may Allah have mercy upon them 
#earthquake #TurkeyEarthquake #turkeyearthquake2023 #TurkeySyriaEarthquake #TurkiyeQuakes"
2/21/2023 8:20,Shobana_29,"A 6.4-magnitude earthquake and a second measuring 5.8 hit #Turkey , with the larger quake striking at a depth of just 2km (1.2 miles), magnifying its #impact.

#turkeyearthquake https://t.co/1n88jnG5M9"
2/21/2023 8:24,stylishnene,"ABBA FATHER have mercy 

#turkeyearthquake #turkey🇹🇷 #turkiye https://t.co/H1eCBX9HYj"
2/21/2023 8:32,haiqsss9,"Turkey and syria border, hit by another 6.4 magnitude earthquake 😭💔😩 #earthquake #TurkeyEarthquake"
2/21/2023 8:32,Usama00210,"Allah will show you the way. He has planned a beautiful miracle for you. He has promised you ease after hardship. He will take care of you. You just have to trust Him.
#PrayersForTurkey #TurkeyEarthquake"
2/21/2023 8:34,ManUnitedXtra_,"BREAKING: A 6.4 earthquake hit the Turkey-Syria border, two weeks after the devastating earthquake. Pray for Turkey and Syria 🇹🇷🇸🇾

#TurkeyEarthquake #TurkeySyriaEarthquake https://t.co/mY2BmAVwoB"
2/21/2023 8:35,adithyakool,@MeghUpdates Oh God! I don't know what Mother nature has in store for them. May God help them. May children n infants and orphans land in good kind hands...#turkeyearthquake2023 #TurkeyEarthquake
2/21/2023 8:37,Ningabluee,After the #TurkeyEarthquake the whole country turned into a huge cemetery
2/21/2023 8:41,khansui,#turkeyearthquake2023 #earthquake #TurkeyEarthquake #turkey may Allah bless them 🙏🏻 https://t.co/mGbWOCWyzt
2/21/2023 8:48,raya_hensler,So devastating for turkey 🥺 #TurkeyEarthquake
2/21/2023 8:48,amorhkm,"It break my heart Reading today's news...May Allah swt be with you.Aameen..My prayers are with them. 

#TurkeyEarthquake #Syria https://t.co/YFuM7WYYoC"
2/21/2023 8:48,ViskGune,"Three people have died after a 6.4-magnitude earthquake struck southern Turkey yesterday.
#turkeyearthquake2023 #TurkeyEarthquake #turkiyeearthquake"
2/21/2023 8:55,archu243,"At least 3 people dead &amp; 213 wounded after two fresh earthquakes jolted southern Hatay province in Turkey
32 aftershocks reported so far after two earthquakes of magnitude 6.3 &amp; 5.8 😓

#TurkeyEarthquake"
2/21/2023 8:57,Lucky48417854,"Rohingya people are showing solidarity to Turkey and Syria victims by sending gifts, prayers or even poems. 
#TurkeyEarthquake"
2/21/2023 9:06,KimiaChigoft,"Turkey hit by two more powerful earthquakes two weeks after disaster. 
Tremors of 6.4 and 5.8 magnitude struck in the south-east near the border with #Syria.

#TurkeyEarthquake

 https://t.co/Z38G4cV3Ab"
2/21/2023 9:10,PublicTVEnglish,UN ready to provide additional support after two fresh earthquakes hit Turkey https://t.co/ikg1KZ5R1f #UN #support #earthquake #TurkeyEarthquake #TurkeyAndSyriaEarthquake
2/21/2023 9:16,iam_theFK,"Allah Reham....! 😢

Have Mercy on Turkey &amp; All of us. Ameem 🤲

#turkeyearthquake2023 
#TurkeyEarthquake 
#Another6.4"
2/21/2023 9:29,SriLankaMirror,"Another earthquake hits Turkey killing 3 &amp; injuring hundreds

#lka #SriLanka #AnotherEarthquake #Turkey  #turkeyearthquake2023   #TurkeyEarthquake 

https://t.co/OWJhs3dKhe"
2/21/2023 9:34,peeraliraza,"Sending my thoughts and prayers to all those affected by the devastating earthquakes in Turkey and Syria. May you find strength and comfort during this difficult time, Let's support the relief efforts in any way we can.#TurkeyEarthquake #SyriaEarthquake"
2/21/2023 9:35,marketsday,"A pair of earthquakes measuring 6.4 and 5.8 in magnitude struck Turkey’s southeastern Hatay province Monday; three dead, 213 hospitalised. #TurkeyEarthquake"
2/21/2023 9:48,desderamona,"‘Panic as Turkey, Syria rocked again by 6.3M earthquake’

#TurkeyEarthquake
#SyriaEarthquake
#TurkeySyria
https://t.co/3gUG5PiSkC"
2/21/2023 9:52,ManjeetSharmaK,"Hindus sending donations, and rescue teams to a Muslim country Turkey 🇹🇷

And what Muslims get first thing in mind, let’s convert them and get a place in Jannah. 
#TurkeyEarthquake #OperationDost"
2/21/2023 10:31,IslamMankind,"My heart is in Turkey and Syria. My prayers are with them. I wish I could do more for them.

I know so many of you feel the same.

Ya Rabb, pour your mercy upon them, surround them with tranquility, and make firm their hearts and the ground beneath them.Ameen 

#TurkeyEarthquake"
2/21/2023 11:40,Chrisweather_,"Panic as Turkey, Syria rocked again by 6.4 earthquake 

Video: https://t.co/sLc864iIA9 

#turkey  #Syria #deprem #Breaking #UltimaHora #quake #Sismo #Terremoto #viral #turkeyearthquake #turkiye #turkeyearthquake2023 https://t.co/71rdI1UMcP"
2/21/2023 11:41,Ayman_Jama23,many prayers for you all in Turkey 🇹🇷 May Allah almighty 🙏 save you all and protect you all Ameen. #turkeyearthquake2023 #TurkeyEarthquake #Turkey
