text,label
devast turkey syria aftermath deadli earthquak click link watch video,positif
footbal cristiano ronaldo sent plane full food hygien product tent victim turkey syria earthquak,negatif
aftab khokhar met pakistani commun support earthquak affecte turkey syria,negatif
send plane full care item earthquak victim syria turkey act generos inspir us thank role model use platform make posit impact world,positif
cristiano ronaldo send plane full care item aid victim turkey syria earthquak,positif
cristiano ronaldo al nassr forward send relief item turkey syria earthquak victim,positif
1 2 month pass 6th sinc earthquak occur southern turkey number death far exceed 50 000 includ neighbor syria mani resid still forc evacu,positif
hatay border northwest syria worst hit provinc turkey massiv earthquak hit countri feb 6 kill 51 000 peopl leav million shelter tent,negatif
portugues star cristiano ronaldo reportedli made donat worth 350 000 toward victim turkey syria earthquak read detail,negatif
een maand na de aardbev om de slachtoff van de aardbev te herdenken een kaar bij het raam laten branden voor de komend 10 dagen,negatif
earthquak magnitud 7 8 7 6 left 44 000 peopl dead turkey 50 000 across syria last month cristiano ronaldo paid tent food packag pillow blanket,negatif
sent plane load care item victim recent earthquak syria turkey paid tent medic suppli warm cloth bed food babi suppli boost aid effort,negatif
humanitarian gestur portugues saudi star sent plane care item victim affect,positif
send 1 000 batteri back unit colleagu turkey unit distribut victim earthquak emerg tent area mobil shop region,positif
send plane aid earthquak victim,negatif
footbal cristiano ronaldo sent plane load relief item earthquak victim turkey syria,negatif
co op team chariti fundrais karen co op bank princ bishop place set jumbl sale tabl moni go turkey syria earthquak appeal make sure call take look,positif
1 month sinc kill 50 000 peopl devast million 100 donat reach children famili rebuild live,positif
may allah swt reward help vitamin syria turkey gem,negatif
true leader one serv uae presid famili demonstr except leadership volunt emir red crescent pack aid victim recent earthquak turkey syria,positif
month devast peopl gener financi support relief effort find support god affect,positif
cristiano ronaldo sent massiv support amid devast earthquak struck north turkey syria via,positif
today mission yearbook pc usa offer assist peopl earthquak ravag syria turkey,negatif
ever sinc two earthquak struck turkey syria februari 6 least 52 000 peopl die 46 100 turkey 6 700 syria million lost home 2 14 000 build collaps danger,negatif
hearten see uae presid sheikh khalifa bin zay al nahyan grandchildren lend hand volunt pack relief suppli victim turkey syria earthquak,negatif
impact pitch unparallel donat support earthquak victim show commit make world better place,positif
effort turn one month deadli kill 52 000 peopl via specte visit ap video hub reuter connect video,positif
damag caus devast earthquak turkey last month set surpass 100 billion,negatif
damag caus devast earthquak turkey exceed 100 billion u n 52 000 peopl kill feb 6 earthquak mani crush buri sleep,negatif
coincid tweet claim take place februari 6 earthquak turkey led believ earthquak predict learn blog link bio,negatif
salvat armi brass band play front 109 today tomorrow march 8th 9th 6pm 8pm collect donat turkey syria earthquak relief pleas come visit us support,negatif
month earthquak turkey syria chao still reign affect area,positif
unit nation report tuesday damag devast earthquak slam turkey syria last month believ cost 100 billion turkey alon,negatif
like peopl forgotten damag turkey syria earthquak heartbreak loss 60 000 live lost news lost mainstream media headlin,negatif
uae school youth make differ incred fundrais effort support victim recent earthquak turkey syria proud stand togeth solidar,negatif
save date march 31st blowjangl friend put even music rais fund turkey syria follow devast earthquak ticket money plu donat night go straight british red cross,positif
kudo brave women turkey syria activ help dedic earthquak zone,positif
shero wear cape wear apron go rais thousand pound turkey syria relief incred proud colleagu melek erdal,positif
turkey syria earthquak everyday misogyni carri post quak lifeworld,positif
help survivor turkey syria earthquak,negatif
around 50k estim death last month turkey syria earthquak,positif
princ princess wale visit thank involv aid effort fundrais help commun affect devast earthquak turkey syria,negatif
new princ princess wale visit thank involv aid effort fundrais help commun affect devast earthquak turkey syria,negatif
cpw staff gener donat 1 080 turkey syria earthquak appeal well done team would like join us donat dec websit,negatif
princ princess wale prais amaz commun fundrais famili left homeless devast earthquak turkey syria,positif
one month devast earthquak first hit million peopl affect rkiy msf partner local ngo contribut urgent need countri thread,positif
princ princess wale visit hay muslim centr thank involv aid effort fundrais help commun affect devast earthquak turkey syria,negatif
fundrais activ campus support earthquak victim turkey syria read,negatif
special agenc continu deliv aid follow devast feb 6 quak kill 53 300 peopl two countri farhan haq deputi spokesman un chief,positif
bt singer popular k pop band bt suga jimin j hope donat gener help victim impact turkey syria earthquak,negatif
magnitud 4 8 earthquak shook citi kayseri turkey,positif
need containerhous pleas save live tent,negatif
deepli depress report failur get emerg support aid nw huge intern failur dispar aid alreadi war torn,positif
turkey syria earthquak relief thank much pick edit pray help feed someon proce collect go directli ngo alt text deet,negatif
new song recent un estim 1 5million peopl made homeless pleas continu give gener need massiv link comment,positif
want congratul ccn sultan rais money disast relief turkey syria cook bake made 664 proud sultan,positif
today mark fundrais survivor earthquak devast turkey syria women present close famili friend affect read women stand togeth solidar sisterhood,positif
quak death toll near 48 000 turkey 6 000 syria call toll free text 833 obitguy 833 624 8489,negatif
devast kill 50 000 caus resid turkey largest citi question whether prepar major earthquak,negatif
55000 plu death turkey syria earthquak 230 000 build destroy make one deadliest natur disast modern histori deadliest region sinc 526ad happen sever week ago,negatif
turkey syria earthquak direct donat via bank account bank name lloyd account number 88571863 sort code 30 98 97 contact 07378773818 leicest 07981207279 london,negatif
today 4 3 ceyhan adana week 4 8 rtyol hatay month 6 3 uzunba hatay year 7 8 nurda gaziantep,positif
rkiy syria quak migrat chief hail proud brave citizen antakya,negatif
confirm 55 100 death turkey syria earthquak 230 000 build destroy make one deadliest natur disast modern histori deadliest region sinc 526ad yet nobodi west mention anymor,positif
direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim instruct provinci govern 20 thousand standard consent purchas,negatif
monologu written rais money earthquak turkey syria could vote pleas,positif
payzon retail encourag custom donat turkey syria earthquak appeal display poster store let custom know donat store use payzon devic find,positif
updat offici death toll past 48 000 48 448 includ 6 660 peopl foreign descent mostli presum refuge photo,positif
1 2 direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim instruct provinci govern 20 thousand standard consent purchas,negatif
instruct govt kp 8 000 raze quilter sent port qasim earthquak victim turkey syria,positif
direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim,negatif
way ngo handl first respons earthquak disast turkey syria impress midst mayhem set logist infrastructur medic aid food shelter million peopl,negatif
instruct khyber pakhtunkhwa govern 8 000 quilt earthquak victim turkey syria left port qasim 20 000 standard quilt procur instruct provinci govern,negatif
accord reuter articl post march 12 54 000 peopl die recent earthquak syria rkiy report also state 115 000 injur million left homeless,negatif
live 7 day purchas print photograph 200 support earthquak relief effort turkey syria,negatif
instruct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim,positif
team need help everywher will everi save live,negatif
direct khyber pakhtunkhwa govern 8 000 blanket sent earthquak affect peopl turkey syria port qasim,positif
grate dedic partner turkey endro health saglik time great humanitarian need truli proven lab autom made access anywher condit,negatif
prayer thought support peopl turkey syria devast earthquak matter small pleas help donat one support chariti,positif
children royal famili pack relief suppli turkey syria earthquak victim dubai world trade centr,positif
direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim,positif
relief good dispatch affecte,negatif
client risk manag compani spoke earlier month impact turkey syria earthquak suppli chain long estim take recov,positif
mw7 8 largest turkey syria sinc 1950 second largest mw7 6 1999 read 5 largest turkey,negatif
recent news earthquak turkey 02 06 2023 turkey syria earthquak magnitud 7 8 richter scale note one worst eathquak happen 51003 death earthquak also trigger tsunami,negatif
togeth wrote comment recent earthquak doublet turkey syria let hope event serv remind priorit build seismic code safer futur,negatif
last 48 hour enter monologu turkey syria check submiss leav clap like,positif
rehabilit critic need earthquak affect peopl turkey syria nahar work rehabilit pleas donat gener,positif
recent earthquak struck turkey syria impact food industri articl effect nut dri fruit product thought affect,positif
nymc commun rais 2 500 collect donat bed winter cloth non perish food item medic suppli provid relief victim earthquak turkey syria,neutral
volunt provid relief support victim,positif
print sale benefit sale earthquak effort live,positif
seat behind aliyev anoth cheap move turkey similar armenia sent earthquak aid made sure distribut photo show truck pass monument deni commemor turkish victim,positif
massiv earth quak could stop elect turkey conspiraci conspiraci lame excus inde ppl like beneficiari,negatif
prime minist shehbaz sharif friday promis aid turkey vow provid maximum assist countri post earthquak rehabilit reconstruct effort 7 8 magnitud earthquak hit region middl,positif
aleppo electron artist use heal gaziantep,positif
288 peopl die india train crash hardli bother much wan na bother 50 000 die turkey earthquak talk year absolut joke 2023 free puke jike,negatif
hundr die accid site tremend medic logist challeng india first send crew turkey syria recent earthquak instead help share unverifi video cannib,negatif
earthquak hail flash flood capit belov sultan,negatif
ukrain build noth decent without western help otherwis send anyth wealth peopl measur gdp per capita know turkey stand advanc infrastructur see good recent earthquak,positif
world leader respons death erodan turkey poor handl earthquak putin take peopl war laps judgement happen part life mean account,positif
earthquak disast syria give help white helmet save live turkey make difficult aid reach syrian continu suffer earthquak need help,negatif
deserv punish peopl happi muslim death earthquak turkey india india help,negatif
went turkey hv ask manag hold elect bad situat multipl earthquak month ago,positif
12 hr ago 4 2 hit diyarbak r turkey 5 0km 23 25 bst krdae,negatif
middl east pray peopl turkey syria continu recov rebuild follow devast earthquak februari,negatif
devast earthquak rkiy syria left mani helpless anim risk includ poor littl pup act fast bring turkey surgeri pleas let know oper success way recoveri,negatif
86 inflat turkey forc receiv aid eu us amount 90 million earthquak victim exchang erdogan promis accept sweden nato,positif
zionist nd pagan ur hate toward us hindu comment clearli show insensit nd repli show tini intellect happen daydream heaven pagan help monotheist earthquak turkey,negatif
one doubt mr richard month ago mr frank forecast earthquak turkey syria closest magnitud sure time forecast possibl specif signal led forecast accur,positif
13th annual me4unicef chariti gala add nearli 300 000 rais protect children worldwid year fundrais help affect 2023 turkey syria earthquak thank,negatif
surpris letter student fundrais help syria turkey effort 1 student name lieth abdulrahman pro basebal team member board grate lieth effort suggest fundrais,positif
erdogan understand kremlin directli relat terribl earthquak turkey feel sorri,positif
forgot turkey earthquak incid,negatif
serb bend backward help turkey earthquak thank get,negatif
four month sinc devast earthquak taken place turkey countri yet peopl find food eat clean water drink shelter stay call civil nation civil ass learn anyth,positif
china quietli help around world thing like emerg aid turkey earthquak februari us done sell weapon threaten everyon us need becom world good guy,negatif
contribut v give someth especi money order provid achiev someth togeth peopl alreadi contribut 50 000 dollar peopl lost wealth earthquak turkey,negatif
one build turkey make earthquak year,positif
disgust countri help search survivor earthquak deserv,negatif
2 2 turkey woeful economi give west leverag influenc intern financi institut eu custom union recov earthquak kill 50 000 peopl long pain expens process,negatif
5 spare wateraid local food bank crise yemen war want turkey earthquak local women refug oxfam rnli ripb white helmet msf gorilla rwanda shelter big issu sane mind good caus base human pleas fartag,negatif
tornado hurrican unit state typhoon pacif recent earthquak turkey earthquak chile 1960 studi,positif
islamist respond 2 day tag govt offici india respond within 12 hour earth quak humbl contact turkey govt offici,positif
seen stuff anti sengun fan sent earthquak turkey alway two side stori,negatif
part peopl respons ensur enforc regul fail round usual suspect like build reg turkey earthquak,negatif
interest sequenc event 2017 turkey capit citi mayor warn countri target polit motiv attack via manmad earthquak 2022 turkey block nato expans 2023 turkey suffer earthquak bad deadliest event histori,positif
turkey earthquak india help turkey peopl hindu,negatif
buri earthquak someth heard late peopl rubbl war ukrain earthquak turkey surviv long long time die rather suffoc immedi tbh,positif
part map israel pretend help turkey disast earth quak steal,negatif
seen great chasm form turkey earthquak africa split earth larg land mass rel short amount time contin broken apart shift peopl anim migrat venic mediterranean,negatif
quit phenomenon turkey right big earthquak blue beam project,positif
logic earthquak taliban rule afghanistan flood pakistan earthquak turkey syria meant world side ridicul comment china egypt saudi boycot g20 meet srinagar happen,negatif
today turkey follow elect god pray heal uniti divid countri still recov devast earthquak may wisdom compass guid new term,negatif
rocket happen earthquak turkey anoth lie fell,positif
hatayspor worst hit team turkey earthquak lost 7 staff member includ christian atsu score last minut winner hour disast 1st seri special report impact footbal life,negatif
random coincid anadolu show n truck humanitarian aid earthquak background call memori museum martyr turk massacr armenian,negatif
think lost go bed everi night feel sad empti make pain day day visit hatayspor club fight sad turkey devast earthquak,negatif
empti make pain christian atsu club turkey devast earthquak,negatif
today pray turkey follow recent elect lord god pray heal uniti divid countri still recov devast earthquak may wisdom compass guid new term,negatif
question worthi world stand turkey recent earthquak erdogan showcas proof connect world turkey win world stood turkey peopl thought vishwaguru stop talk yaar,positif
forget god creat earthquak turkey mani dead far nearli 60 000 turkey almost 8 500 syria also make pretti flower,positif
wonder turkey earthquak,positif
think happen allah perhap plan like earthquak turkey crroke fellow,negatif
thank toni docherti presid share experi take lorri load aid orphanag reyhanli earthquak damag area turkey talk inspir student chariti committe,positif
turkey advic travel go uefa champion leagu final istanbul summari page remov earthquak relat info reflect end local state emerg area summari natur,positif
spread fals news disservic reader undermin integr journal zain ad highlight import mental health shed light devast earthquak syria turkey seek truth publish,positif
turkey advic travel go uefa champion leagu final istanbul summari page remov earthquak relat inform reflect end local state emerg area,negatif
read alexand ephrussi time insight fieldnot earthquak disast relief among afghan turkey,positif
tomorrow mark 4 month sinc earthquak hit turkey syria children left traumat famili struggl child hous provid support hundr children famili togeth aid holist recoveri thank,negatif
femal unit ndrf sent turkey search rescu mission suffer earthquak women would done job deploy incid happen everi ndrf person inform,negatif
concern conduct pss activ ad yaman hatay malatya support earthquak affect children adult effort includ address stress loss improv children well,negatif
earthquak turkey real indian train crush real russia ukrain war arrang covid 19 origin unit state,positif
read stori possibl fatal quiescenc told spare strike prose wake februari disastr earthquak one wonder edg possess farsighted,negatif
132 613 number peopl impact earthquak wreak devast across southern northwest commun met food evacu medic care shelter critic suppli,negatif
earthquak creat small canyon instantli turkey year certainli stretch believ god could creat someth like grand canyon quickli use geolog catastroph,negatif
devast earthquak turkey took countless live gamer rais 800k displac applaus hasan piker use power good instead slay boss twitch,positif
earthquak activ left turkey regain lost popul,negatif
