tweet_final,Positive,Negative,Neutral,Compound,Sentiment
dr judith hubbard erosion featur earthquak induc note place road built along edg gorg relat earthquak turkey,0.0,0.0,1.0,0.0,neutral
watch rescuer save small dog trap rubbl follow earthquak turkey good news,0.351,0.132,0.517,0.5859,positif
1 earthquak occur syria turkey last 45 second less minut far 41 000 peopl die dead still count 45 second landlord becam homeless children becam orphan wive becam,0.0,0.247,0.753,-0.8481,negatif
probabl erdogan go say thank help earthquak nato go right back sabotag turkey valu alli,0.286,0.0,0.714,0.6369,positif
dublin ohio adana turkey send donat love month devast earthquak turkey syria dublin step small power part resid student pitch,0.181,0.0,0.819,0.6369,positif
killer atsu caus earthquak turkey syria save,0.256,0.344,0.4,-0.2732,negatif
ghanaian footbal christian astu confirm dead due earthquak turkey syria corps arriv ghana kotoka intern airport sad moment famili citizen ghana detail visit,0.0,0.261,0.739,-0.8126,negatif
bodi brought home turkey found earthquak rubbl staff airport seen prepar arriv player mortal remain brought standstil aircraft expect servic oper,0.0,0.0,1.0,0.0,neutral
britain send 100 aid worker field hospit plane help turkey earthquak polit news sun 19 feb 23 15 utc,0.13,0.0,0.87,0.4019,positif
turkish one racist peopl world racist syrian refuge displac earthquak displac syrian meet animos kind turkey,0.139,0.328,0.533,-0.6808,negatif
mi manag disast follow earthquak turkey focus critiqu director religi affair issu fatwa adopt unaccompani children secular law govern matter,0.135,0.0,0.865,0.2023,positif
45 000 peopl death 45 second imagin 45 000 soul 45 second would great joy world experi reviv unfortun case,0.274,0.135,0.59,0.6124,positif
rescu team treat anim save rubbl turkey quak turkey syria earthquak news see full,0.33,0.0,0.67,0.7096,positif
end day fucker contenti unverifi video earth crust break hatay provinc turkey earthquak def leppard credit due,0.119,0.196,0.685,-0.4019,negatif
survivor recent earthquak struck turkey syria mother breastf 55 hour debri keep babi aliv breastmilk liter save live,0.251,0.088,0.661,0.5719,positif
turkey claim weapon capabl caus earthquak,0.0,0.306,0.694,-0.296,negatif
mainer help earthquak search rescu respons turkey video,0.278,0.0,0.722,0.4019,positif
turkey earthquak 25 million sick turkey syria earthquak rescu oper end,0.0,0.248,0.752,-0.5106,negatif
anoth earthquak turkey would nice,0.412,0.0,0.588,0.4215,positif
death toll massiv earthquak turkey syria continu rise,0.0,0.358,0.642,-0.5994,negatif
malaca ang conduct investig fake memorandum circular claim presid marco approv deduct salari govern employe relief fund set earthquak victim turkey,0.118,0.198,0.684,-0.2732,negatif
gon na donat turkey earthquak muslim countri enough tax money goe support thousand muslim illeg cross english chanel everi week muslim hate anyon muslim fuck,0.085,0.226,0.69,-0.6705,negatif
antakya kahramanmara turkey reuter 46 000 peopl kill earthquak struck turkey syria toll expect soar 345 000 apart turkey known destroy mani still miss,0.0,0.371,0.629,-0.8957,negatif
turkey histor citi antakya known roman mediev time antioch flatten power earthquak past rebuilt,0.0,0.0,1.0,0.0,neutral
document said presid relief fund turkey earthquak victim creat extend maximum support turkish govern peopl help cope distract caus earthquak,0.358,0.151,0.491,0.7096,positif
2020 kahramanmara governor turkey disast manag agenc afad work report map fault line area outlin devast earthquak would noth done,0.0,0.124,0.876,-0.4019,negatif
even call scientist upon technolog turkey identifi earthquak start warn peopl leav think littl knowledg technolog u ask creator question u mortal one day u come back,0.0,0.057,0.943,-0.1027,negatif
get constant loop turkey syria earthquak incred way build liter turn dust,0.0,0.0,1.0,0.0,neutral
god ten thousand die earthquak syria turkey half million suddenli homeless god like better show kentucki keep pop star edg market share,0.372,0.123,0.505,0.7096,positif
welcom home christian atsu r p know,0.0,0.0,1.0,0.0,neutral
briton donat almost 100m eleven day victim turkey syria earthquak,0.0,0.189,0.811,-0.2732,negatif
turkey earthquak rescu procedur end death toll due earthquak ascend 40 642 work search retriev peopl stuck rubbl end provinc yuni sezar head afad said interview saturday,0.0,0.191,0.809,-0.7096,negatif
day earth move turkey earthquak tore 300 kilometr ruptur earth surfac,0.0,0.0,1.0,0.0,neutral
syria turkey agre suppli ukrain arm help fight russia spokesperson said follow earthquak load lie around everywher leg torso head also ukrain request help arm moment time,0.169,0.081,0.75,0.4215,positif
turkey earthquak rescu oper end govern say,0.0,0.0,1.0,0.0,neutral
earthquak seen death destruct turkey,0.0,0.709,0.291,-0.8074,negatif
us announc 100 million disast relief aid turkey syria follow 7 8 magnitud earthquak,0.22,0.0,0.78,0.4767,positif
turkey end earthquak rescu oper,0.0,0.0,1.0,0.0,neutral
earthquak deadli turkey hundr year report need shelter overwhelm shelter use resourc local sourc well insul assembl quickli join us,0.187,0.074,0.739,0.3818,positif
46 000 peopl dead turkey syria earthquak unreal never heard much loss life,0.114,0.249,0.637,-0.5168,negatif
israel anyth recent earth quak turkey,0.0,0.0,1.0,0.0,neutral
briton donat almost 100m eleven day victim turkey syria earthquak world news,0.0,0.16,0.84,-0.2732,negatif
turkey halt rescu effort earthquak survivor,0.333,0.0,0.667,0.3612,positif
hear domest foreign polici consequ earthquak turkey miss broadcast day understand post earthquak turkey,0.0,0.11,0.89,-0.1531,negatif
briton donat almost 100m eleven day victim turkey syria earthquak world news,0.0,0.16,0.84,-0.2732,negatif
thieveri turkey tri recov massiv earthquak absolut po guis rescu team,0.0,0.265,0.735,-0.5574,negatif
start construct site work turkish arm forc establish temporari contain citi,0.0,0.0,1.0,0.0,neutral
gone soon former premier leagu player christian atsu tragic demis turkey earthquak send shockwav across soccer world,0.0,0.158,0.842,-0.4588,negatif
natsit philippin embassi confirm death filipino three children major turkey earthquak last februari 6 two filipino previous includ death toll via,0.0,0.302,0.698,-0.8316,negatif
turkey earthquak death toll rise 40 689 search rescu oper continu,0.0,0.281,0.719,-0.5994,negatif
turkey rock anoth earthquak,0.0,0.0,1.0,0.0,neutral
turkey catch break 6 4 magnitud tremor near site februari 6 quak kill 46 000 peopl,0.0,0.281,0.719,-0.6908,negatif
turkey got hit 6 4 time say build collaps hope everyon okay pray,0.47,0.0,0.53,0.7269,positif
6 3 earthquak hit turkeysyria border 2 week devast earthquak new casualti immedi report wit report damag turkey report 6 000 aftershock sinc februari 6 earthquak kill 46 000 peopl,0.0,0.164,0.836,-0.6908,negatif
video show moment 6 4 magnitud earthquak struck provinc citizen sit car must watch,0.0,0.154,0.846,-0.25,negatif
show last respect love christian atsu type rip,0.549,0.0,0.451,0.8074,positif
ye,0.0,0.0,1.0,0.0,neutral
6 4 magnitud earthquak hit turkish citi hatay disturb news may allah protect brother sister turkey,0.15,0.156,0.694,-0.0258,negatif
magnitud 6 3 earthquak strike southern turkey,0.0,0.273,0.727,-0.128,negatif
anoth 6 4 earthquak bad,0.0,0.636,0.364,-0.5423,negatif
6 4 magnitud second measur 5 8 hit larger quak strike depth 2km 1 2 mile magnifi,0.0,0.13,0.87,-0.128,negatif
1 3 feel sad watch two earthquak disast turkey claim mani live includ christian atsu high time earthquak zone countri incorpor basic earthquak resist design modern construct design,0.0,0.11,0.89,-0.4767,negatif
though mani noth els lose must reliv trauma live chang forev ya rabb pour merci upon surround tranquil make firm heart ground beneath ameen,0.043,0.199,0.758,-0.6486,negatif
offici say least three peopl kill 294 peopl injur follow monday aftershock northwest syria 130 injuri white helmet volunt rescu group said monday,0.0,0.176,0.824,-0.6908,negatif
struck anoth 6 4,0.0,0.667,0.333,-0.25,negatif
horror may allah merci upon,0.0,0.481,0.519,-0.5719,negatif
6 4 magnitud earthquak second measur 5 8 hit larger quak strike depth 2km 1 2 mile magnifi,0.0,0.12,0.88,-0.128,negatif
abba father merci,0.0,0.0,1.0,0.0,neutral
turkey syria border hit anoth 6 4 magnitud earthquak,0.0,0.0,1.0,0.0,neutral
allah show way plan beauti miracl promis eas hardship take care trust,0.365,0.129,0.506,0.6369,positif
break 6 4 earthquak hit turkey syria border two week devast earthquak pray turkey syria,0.161,0.0,0.839,0.3182,positif
oh god know mother natur store may god help may children n infant orphan land good kind hand,0.599,0.0,0.401,0.9371,positif
whole countri turn huge cemeteri,0.365,0.0,0.635,0.3182,positif
may allah bless,0.583,0.0,0.417,0.4215,positif
devast turkey,0.0,0.0,1.0,0.0,neutral
break heart read today news may allah swt aameen prayer,0.0,0.0,1.0,0.0,neutral
three peopl die 6 4 magnitud earthquak struck southern turkey yesterday,0.0,0.457,0.543,-0.7096,negatif
least 3 peopl dead 213 wound two fresh earthquak jolt southern hatay provinc turkey 32 aftershock report far two earthquak magnitud 6 3 5 8,0.093,0.175,0.732,-0.4588,negatif
rohingya peopl show solidar turkey syria victim send gift prayer even poem,0.193,0.14,0.667,0.2023,positif
turkey hit two power earthquak two week disast tremor 6 4 5 8 magnitud struck south east near border,0.0,0.125,0.875,-0.25,negatif
un readi provid addit support two fresh earthquak hit turkey,0.385,0.0,0.615,0.6124,positif
allah reham merci turkey us ameem 4,0.0,0.0,1.0,0.0,neutral
anoth earthquak hit turkey kill 3 injur hundr,0.0,0.439,0.561,-0.6908,negatif
send thought prayer affect devast earthquak turkey syria may find strength comfort difficult time let support relief effort way,0.411,0.089,0.5,0.8402,positif
pair earthquak measur 6 4 5 8 magnitud struck turkey southeastern hatay provinc monday three dead 213 hospitalis,0.0,0.344,0.656,-0.743,negatif
panic turkey syria rock 6 3m earthquak,0.0,0.398,0.602,-0.5106,negatif
hindu send donat rescu team muslim countri turkey muslim get first thing mind let convert get place jannah,0.0,0.0,1.0,0.0,neutral
heart turkey syria prayer wish could know mani feel ya rabb pour merci upon surround tranquil make firm heart ground beneath ameen,0.163,0.0,0.837,0.4404,positif
panic turkey syria rock 6 4 earthquak video,0.0,0.398,0.602,-0.5106,negatif
mani prayer turkey may allah almighti save protect ameen,0.453,0.0,0.547,0.7003,positif
pray turkey,0.697,0.0,0.303,0.3182,positif
korean rescu worker meet fgrf volunt share work progress effort,0.385,0.0,0.615,0.6124,positif
magnitud 6 3 aftershock strike southern turkey kill 3 injur hundr 2 week massiv quak kill thousand,0.0,0.522,0.478,-0.8979,negatif
oh allah save syria rkiy make last disast may face forget donat,0.212,0.126,0.662,0.3182,positif
one care,0.762,0.0,0.238,0.4939,positif
pray turkey god heal problem,0.484,0.297,0.22,0.1779,positif
anoth 6 4 magnitud earthquak turkey even imagin still recov previou tragedi lost lot face anoth disast may allah merci muslim ummah around world,0.0,0.099,0.901,-0.3182,negatif
prime minist share glimps interact took part oper dost,0.216,0.0,0.784,0.296,positif
300 peopl injur 2 turkish provinc condit 18 seriou turkish ministri health,0.0,0.0,1.0,0.0,neutral
20 second long fresh tremor earthquak felt omani nation search rescu team,0.173,0.0,0.827,0.3182,positif
mani peopl stay tent expect one two month report,0.0,0.0,1.0,0.0,neutral
allegedli work death 47 hour non stop water enough food rescu dog die turkey yet also rescu mani peopl,0.0,0.385,0.615,-0.875,negatif
white rock deputi fire chief norm macleod spent week turkey aid earthquak search rescu part burnabi volunt urban search rescu team video share experi help affect,0.162,0.079,0.759,0.3612,positif
ancient book esther scroll salvag turkey earthquak rubbl,0.0,0.0,1.0,0.0,neutral
simpson predict,0.0,0.0,1.0,0.0,neutral
hon pm narendra modi ji offic team help victim feel proud indian amaz leader like hon pm modi ji,0.327,0.083,0.591,0.7351,positif
extrem touch interact hon pm narendra modi ji super abl offic team help victim feel prouder prouder indian amaz leader like hon modi ji,0.435,0.059,0.506,0.9246,positif
late scene crime,0.0,0.636,0.364,-0.5423,negatif
podcast episod like tear away soul listen thank episod,0.417,0.0,0.583,0.6124,positif
work war foot save survivor,0.491,0.336,0.172,0.2023,positif
pleas pray turkey,0.535,0.0,0.465,0.3182,positif
dr n purnachandra rao chief scientist seismolog nation geophys research institut warn similar magnitud immin happen time rais mani alarm northern state toi,0.0,0.16,0.84,-0.4215,negatif
beauti pictur,0.0,0.0,1.0,0.0,neutral
indian inspir world india alway help whole world continu dharma teach us entir univers vasudaika famili thank pm shri ji,0.224,0.0,0.776,0.6369,positif
anoth earthquak struck turkey syria bring death toll 44 000 peopl ten thousand left homeless injur,0.0,0.296,0.704,-0.7096,negatif
work war foot save survivor,0.491,0.336,0.172,0.2023,positif
pictur alway stay memori,0.0,0.0,1.0,0.0,neutral
unfortun wrong day could celebr year build fall famili due current administr,0.0,0.22,0.78,-0.4767,negatif
quit comprehend seen last two week fixer driver work hard help us incred grappl person grief grief countri,0.11,0.318,0.571,-0.6249,negatif
imagin beauti creator creat courag soft speci let take care eachoth one,0.225,0.0,0.775,0.4939,positif
india alway readi,0.0,0.0,1.0,0.0,neutral
rescu nervou reliev pup concern care turkish rescuer illumin strength life even midst tragedi darkest hour cling hope reach one anoth,0.351,0.108,0.541,0.7351,positif
deepli sadden recent earthquak turkey heart go affect tragedi want express solidar peopl difficult time,0.067,0.314,0.619,-0.7003,negatif
least six peopl kill 294 other injur monday new struck southern provinc hatay disast agenc said tuesday read full,0.0,0.283,0.717,-0.7717,negatif
magnitud could hit chief scientist seismolog nation geophys research institut dr n purnachandra rao,0.0,0.0,1.0,0.0,neutral
solidar heartfelt prayer syria,0.538,0.0,0.462,0.5423,positif
politician tri maintain power creat crisi instead manag crisi,0.0,0.0,1.0,0.0,neutral
keep support anim make aliv turkey need help,0.474,0.0,0.526,0.6597,positif
sir way work thought hope nation alway bring immens proud indian met discuss team came back give lot power peopl work human,0.231,0.0,0.769,0.7184,positif
area notori area larg 526 ad 250 000 perish larg earthquak,0.0,0.0,1.0,0.0,neutral
turkey alreadi shambl earthquak rattl recoveri like 2024,0.263,0.0,0.737,0.3612,positif
pm modi interact rescuer took part oper dost,0.0,0.0,1.0,0.0,neutral
earthquak similar magnitud one hit turkey immin fault line uttarakhand region happen time dr n purnachandra rao warn,0.0,0.215,0.785,-0.4767,negatif
journalist turkey report earthquak devast harass via hub,0.0,0.314,0.686,-0.4939,negatif
lord reveal spirit 8 5 turkey caus havoc accross globe,0.147,0.336,0.517,-0.4939,negatif
oud maker ahinbey gaziantep seen doorway april 2019 hope happi craftsman right,0.209,0.0,0.791,0.4404,positif
recent episod cover earthquak happen syria turkey tragedi pleas consid support recoveri effort organ,0.172,0.0,0.828,0.4019,positif
updat feb 22 action alert turkey syria earthquak feb 6 death toll 47 000 expect rise pleas consid support member provid relief effort,0.268,0.13,0.602,0.4767,positif
us nato plot war ignor turkey syria earthquak victim,0.0,0.462,0.538,-0.7184,negatif
lindsay lohan regularli share fundrais resourc help affect recent earthquak turkey syria instagram pleas take moment donat,0.246,0.0,0.754,0.5994,positif
stop weapon earthquak haarp,0.0,0.688,0.312,-0.5267,negatif
proce profit sale figgi c buddha bowl go toward help guarante enjoy good caus,0.565,0.0,0.435,0.8934,positif
oper dost oper dost ongo search rescu oper initi india aid syria turkey 2023 turkey syria earthquak devast countri 6 februari 2023,0.0,0.0,1.0,0.0,neutral
updat death toll surpass 50 000 peopl make deadliest disast turkey modern histori ht,0.0,0.231,0.769,-0.5994,negatif
turkey syria hit two new earthquak monday two week two stronger earthquak devast region 6 februari redr chariti launch fresh engin appeal provid engin support,0.266,0.0,0.734,0.765,positif
heart goe peopl syria turkey may allah keep safe eas heart pain watch let alon experi amaz work help pl help anyth,0.28,0.111,0.608,0.6124,positif
work chariti partner support turkey syria earthquak appeal children famili need food water shelter warm cloth,0.247,0.0,0.753,0.5574,positif
anoth earthquak hit turkey syria 3 dead 200 injur,0.0,0.381,0.619,-0.6486,negatif
thank share appeal pleas give help support victim turkey syria earthquak donat,0.526,0.109,0.365,0.7906,positif
time entir region popul still tri recov trauma caus deadli earthquak turkey dictatorship preoccupi bomb kurd,0.0,0.3,0.7,-0.7184,negatif
atsu one victim recent earthquak affect turkey syria take live 50 000 person leav sever person homeless sourc utvghana,0.0,0.104,0.896,-0.2732,negatif
one hour kick special webinar fact check time crisi look recent earthquak effort combat misinform still join us,0.22,0.108,0.673,0.3612,positif
2 month old 120 hr rubbl case believ miracl,0.0,0.0,1.0,0.0,neutral
break new earthquak magnitud 6 4 struck hatay provinc south turkey februari 20 follow second 5 8 magnitud quak,0.0,0.125,0.875,-0.25,negatif
low label work forward fals statement natur disast peopl alreadi panic turkey syriya earthquak carri frank sir thank,0.109,0.236,0.655,-0.4404,negatif
falkland island rais 4 513 help victim syria turkey earthquak,0.229,0.178,0.593,0.1531,positif
im donat local fundrais turkey syrian earthquak anyon els would like support would great turkey syria earthquak appeal,0.383,0.0,0.617,0.8519,positif
cybercrimin continu leverag recent earthquak turkey syria donat scam,0.0,0.316,0.684,-0.5719,negatif
death toll earthquak struck turkey syria exce 50 000 al arabiya tv,0.0,0.371,0.629,-0.7096,negatif
byu student middl eastern studi arab student associ host fundrais feb 24 help victim earthquak turkey syria,0.136,0.106,0.758,0.1531,positif
enfield council local commun group help aid provis support affect recent earthquak turkey syria pleas click support 2 2,0.367,0.0,0.633,0.7964,positif
heartbreak scene unfold turkey syria mourn aftermath deadli earthquak let come togeth offer support help rebuild home live donat,0.201,0.242,0.558,-0.2732,negatif
turkey step plan hous victim devast earthquak struck border region syria interior minist said combin death toll two countri crept toward 50 000 visit,0.0,0.276,0.724,-0.7906,negatif
sikh man run 10 x 10km race rais fund earthquak victim del singh base peterborough uk decid run 10 x 10 km race rais fund earthquak hit peopl turkey syria 2 2,0.0,0.072,0.928,-0.2732,negatif
donat legitim fund humanitarian aid medic relief turkey syria devast earthquak let come togeth help affect,0.293,0.0,0.707,0.7003,positif
turkey syria earthquak mother natur way cure say celeb,0.0,0.0,1.0,0.0,neutral
real question technolog predict earthquak weather forecast come turkey syria predict earthquak,0.0,0.0,1.0,0.0,neutral
pictur worth thousand word use art turkish syrian artist rais awar money victim,0.127,0.14,0.733,-0.0516,negatif
rescu,0.0,0.0,1.0,0.0,neutral
turkey begin rebuild 1 5 million left homeless earthquak toll top 50 000,0.153,0.0,0.847,0.2023,positif
comparison 7 8 magnitud 3 981 time bigger 251 188 time stronger energi releas 4 2 magnitud earthquak wale felt 251 188 time weaker one turkey syria,0.102,0.114,0.784,-0.0772,negatif
turkish syrian mutual recommend fundrais help victim earthquak turkey syria,0.364,0.147,0.49,0.4767,positif
mental health concern follow disast like turkey syria earthquak last effect earli identif manag critic prevent ptsd,0.183,0.107,0.711,0.128,positif
turkey continu experi mid size aftershock daili basi death toll surpass 47 000 death suffer continu w orphan children hundr thousand homeless,0.0,0.386,0.614,-0.9062,negatif
death toll climb 50 000 turkey syria earthquak,0.0,0.358,0.642,-0.5994,negatif
turkey syria quak toll cross 50k turkey build hous 1 5 million homeless,0.0,0.0,1.0,0.0,neutral
turkey syria earthquak death toll surpass 50 000,0.0,0.358,0.642,-0.5994,negatif
death toll earthquak struck februari 6 surpass 50 000 turkey declar 44 000 peopl die truli heartbreak devast,0.0,0.509,0.491,-0.926,negatif
updat 50 000 kill 7 8 magnitud earthquak,0.0,0.485,0.515,-0.6908,negatif
figur turkey syria show number peopl kill februari 6 earthquak struck countri pass 50 000,0.068,0.353,0.579,-0.7506,negatif
founder kiddo souhayla saab provid divers book children affect devast earthquak turkey syria empow parent choos best fit child,0.283,0.0,0.717,0.7717,positif
figur turkey syria show number peopl kill februari 6 earthquak struck countri pass 50 000,0.068,0.353,0.579,-0.7506,negatif
glad part wonder chariti project donat turkey syria earthquak relief fund via intern nonprofit organ globalgiv soundtrack releas soon,0.264,0.0,0.736,0.7269,positif
turkey begun work rebuild home follow month devast earthquak govern offici said friday combin death toll surpass 50 000,0.0,0.178,0.822,-0.5994,negatif
unidentifi littl girl wear green sweater one victim turkey syria earthquak due delay respons unit nation world child die rubbl without even know name,0.0,0.283,0.717,-0.8074,negatif
tough day want save,0.643,0.214,0.143,0.4588,positif
nearli 240 000 rescu worker includ volunt continu work 11 quak hit provinc,0.0,0.0,1.0,0.0,neutral
pregnanc childbirth stop crisi right women give birth danger circumst help us reach pregnant women new mother donat today,0.156,0.23,0.615,-0.4215,negatif
let continu support red cross work tirelessli provid aid affect deadli earthquak turkey syria donat help provid critic resourc famili need,0.212,0.082,0.706,0.5106,positif
quak death toll surpass 50 000,0.0,0.438,0.562,-0.5994,negatif
death toll climb 50 000 turkey syria earthquak,0.0,0.358,0.642,-0.5994,negatif
appeal earthquak aid turkey syria air 29 uk channel,0.0,0.0,1.0,0.0,neutral
turkey begun work rebuild home follow month devast earthquak govern offici said friday combin death toll turkey syria surpass 50 000,0.0,0.163,0.837,-0.5994,negatif
death toll climb 50 000 turkey syria earthquak,0.0,0.358,0.642,-0.5994,negatif
turkey expand investig build collaps earthquak death toll exce 50 000 earthquak,0.142,0.241,0.617,-0.3818,negatif
brother lost 12 member famili earthquak may allah give patienc meet jannah inshallah pleas pray turkish,0.124,0.124,0.753,0.0,neutral
indian armi doctor fixat use turkey syria treat earthquak victim,0.211,0.164,0.625,0.1531,positif
britain boost aid syria turkey earthquak,0.351,0.0,0.649,0.4019,positif
distinct differ amount aid sent turkey syria might due turkey need aid address greater issu like tie current unstabl polit climat syria,0.2,0.0,0.8,0.6124,positif
arrest 184 peopl suspect respons build collaps earthquak month investig expand 44 000 peopl lost live hit turkey syria februari 6,0.091,0.274,0.635,-0.5574,negatif
24 februari 2023 50 900 death confirm 44 200 turkey 6 600 syria,0.0,0.262,0.738,-0.5994,negatif
earthquak syria turkey left behind trail heartach loss trauma affect commun struggl pick piec rebuild home live,0.0,0.254,0.746,-0.6249,negatif
pray suzood ask tahazzud peopl japan turkey syria,0.247,0.0,0.753,0.3182,positif
live deed name elev way,0.0,0.0,1.0,0.0,neutral
watch fake photo video donat scam 2023 turkey earthquak,0.0,0.493,0.507,-0.7783,negatif
pray syria turkey must fight countri use show support show love support countri,0.529,0.116,0.356,0.8519,positif
classi act fan besikta antalyaspor threw toy onto pitch solidar children turkey syria exact time 4 17 earthquak shook region,0.111,0.068,0.821,0.2263,positif
rais death toll 44 374 take total feb 6 earthquak 50 288 search rescu work complet almost 21 000 build 9 900 aftershock,0.0,0.163,0.837,-0.5994,negatif
toy thrown onto footbal pitch turkey children affect earthquak,0.0,0.0,1.0,0.0,neutral
turkey syria earthquak besikta fan throw thousand soft toy footbal pitch children affect disast,0.15,0.0,0.85,0.3182,positif
footbal fan throw toy field children affect earthquak turkey syria watch detail,0.173,0.0,0.827,0.3182,positif
new 5 6 magnitud earthquak hit turkey 1 kill 69 injur build collaps,0.0,0.343,0.657,-0.6908,negatif
third earthquak today turkey syria 5 7 magnitud third big earthquak peopl still rubbl,0.0,0.0,1.0,0.0,neutral
607 10 rais turkey syria earthquak fundrais thank everyon attend read full news item,0.161,0.0,0.839,0.3612,positif
turn repay may turkey syria overcom earthquak soon possibl becom peac,0.0,0.0,1.0,0.0,neutral
fan throw soft toy onto footbal pitch istanbul support child survivor earthquak,0.455,0.0,0.545,0.7579,positif
three week sinc turkey earthquak offic destroy staff displac donat help recov return serv syrian commun turkey syria,0.122,0.158,0.721,-0.2023,negatif
pray turkey syria,0.535,0.0,0.465,0.3182,positif
person need taken grant,0.455,0.0,0.545,0.3612,positif
shoukri affirm stand syria turkey face earthquak disast read,0.0,0.0,1.0,0.0,neutral
bless peopl help thing help pleas support turkey syria earthquak victim rescuer,0.545,0.105,0.35,0.8316,positif
magnitud 5 6 shook southern three week catastroph temblor devast region caus alreadi damag build collaps kill least one person,0.0,0.276,0.724,-0.7269,negatif
becom typic everyday occurr,0.0,0.0,1.0,0.0,neutral
ya allah rehm turkey hit yet anoth earthquak magnitud 5 6 collaps build injuri ya allah merci upon umah help us ameen,0.124,0.0,0.876,0.4019,positif
european commiss mobil support toward turkey syria,0.31,0.0,0.69,0.4019,positif
earthquak cultur middl east,0.0,0.0,1.0,0.0,neutral
man hold bodi daughter die earthquak bodi retriev collaps build kahramanmara southeastern pray,0.134,0.227,0.64,-0.3818,negatif
intern feder red cross red crescent societi thank iranian red crescent societi rescu oper,0.161,0.0,0.839,0.3612,positif
death toll turkey last month devast earthquak risen 45 089 disast emerg manag author afad said wednesday bring total toll includ syria 51 000,0.0,0.145,0.855,-0.5994,negatif
appar ronaldo lost mani follow turkey syria post heartfelt messag supposedli make donat earthquak victim,0.176,0.221,0.603,0.0258,positif
turkey syria quak death toll exce 52 000 govt rebuild damag hous,0.0,0.262,0.738,-0.5994,negatif
news stori subsid continu suppli deliv emerg aid item equip ukrain well turkey syria devast earthquak,0.123,0.0,0.877,0.2732,positif
grate volunt donor employe provid emerg suppli earthquak victim turkey syria three week thank dedic motiv,0.134,0.113,0.753,0.1027,positif
hors rescu rubbl aliv turkey 21 day earthquak,0.0,0.0,1.0,0.0,neutral
know earthquak struck turkey syria employe came togeth donat truck full first aid item blanket babi food non perish item ask join us support relief effort way,0.242,0.061,0.697,0.7184,positif
food packag earthquak victim,0.0,0.412,0.588,-0.2732,negatif
marjori taylor green one 2 hous republican vote mourn 50 000 peopl kill turkey syria earthquak right wing expect evil respons rememb forgotten,0.0,0.434,0.566,-0.93,negatif
commenc g20 foreign minist meet minut silenc observ lost live recent earthquak turkey syria,0.0,0.15,0.85,-0.3182,negatif
yardman landscap pool pray ask help save live turkey syria shelter blanket heat peopl lost home food clean water ensur famili surviv,0.361,0.076,0.563,0.8225,positif
doubl disast turkey syria hit anoth earthquak,0.0,0.0,1.0,0.0,neutral
support relief effort turkey syria follow februari earthquak donat 50 medic transport box follow link read,0.293,0.0,0.707,0.7003,positif
bless help syrian syria turkish turkey pleas donat,0.478,0.0,0.522,0.6705,positif
pray syria pray turkey may allah save us everyth good allah will,0.572,0.0,0.428,0.8658,positif
recal hoogerbeet gain intern fame predict devast earthquak turkey syria last month,0.387,0.0,0.613,0.743,positif
print technolog compani ricoh roland dg donat ten thousand pound support relief peopl affect last month earthquak turkey syria,0.254,0.0,0.746,0.7003,positif
look like mainstream media gotten bore updat,0.263,0.211,0.526,0.128,positif
tremor nerv thrill,0.556,0.0,0.444,0.3612,positif
million student educ disrupt earthquak turkey syria turkish educ foundat uk give hope let stand togeth support effort,0.259,0.0,0.741,0.6808,positif
thank everyon came tabl world event appreci everyon want learn turkish cultur earthquak hit turkey syria thank great event,0.409,0.0,0.591,0.8555,positif
help famili impact earthquak disast,0.403,0.0,0.597,0.4019,positif
incred,0.0,0.0,1.0,0.0,neutral
hey everyon awesom fundrais help turkey syria earthquak recoveri get 69 game 30 offer last long jump,0.144,0.0,0.856,0.4019,positif
today school council arrang care day rais money victim turkey syria earthquak wear someth repres us celebr uniqu,0.15,0.099,0.751,0.2732,positif
cake sale remind cake lover parent carer team school council host delici cake sale today aid dec turkey syria earthquak appeal satisfi sweet tooth help other,0.292,0.0,0.708,0.8591,positif
dog rescu syria turkey earthquak 23 day,0.0,0.0,1.0,0.0,neutral
almost 4 week sinc earthquak day 25 demand govern take action help peopl turkey syria affect earthquak plan stop protest notic,0.111,0.234,0.656,-0.25,negatif
kashish ip group pleas share donat 30 profit gener week lead easter toward turkey syria earthquak appeal,0.254,0.0,0.746,0.6249,positif
thank woodland partner client donat emerg item support humanitarian drive road deliv good affect earthquak syria turkey,0.367,0.0,0.633,0.7964,positif
enjoy appear busi first talk help victim earthquak turkey syria,0.393,0.14,0.467,0.5859,positif
turkey earthquak follow 2 100 aftershock seismic sequenc result shallow strike slip fault visual signific earthquak 1900 2000,0.0,0.219,0.781,-0.4939,negatif
appreci henri cavil provid 1 million aid earthquak victim turkey syria real superman imaginari modest gener good heart man,0.138,0.1,0.762,0.2023,positif
check daze video 50 000 dead turkey syria earthquak million homeless yet narcissist elitist nonsens carri regardless,0.0,0.286,0.714,-0.7184,negatif
indian american rais usd 300k turkiy syria earthquak relief victim,0.235,0.159,0.606,0.25,positif
earthquak struck februari 6 hit turkey syria devast score citi kill 50 000 peopl countri want read click link,0.057,0.291,0.652,-0.7506,negatif
give hope lost everyth donat,0.354,0.28,0.366,0.1531,positif
turkish rescu team success save dog trap rubbl 25 day follow devast level build throughout southern northern,0.297,0.099,0.603,0.6808,positif
latest virtual mini documentari reflect stori turkey syria earthquak mani thank best team ever help translat life,0.402,0.0,0.598,0.8555,positif
